FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY
10961,9010235,Ke0135,P,2561062,6700821,2561059,6700800,Kurkela,Kurkela,Kurkelankatu,Kurkelankatu,1,1,1,04
10962,9010236,Ke0136,P,2561049,6700801,2561049,6700803,Kurkela,Kurkela,Kurkelankatu,Kurkelankatu,1,1,1,04
10963,9010237,Ke0137,P,2561241,6700571,2561222,6700581,Käenkatu,Käenkatu,Kurkelankatu,Kurkelankatu,1,1,1,04
10964,9010238,Ke0138,P,2560754,6702333,2560776,6702337,Pihkaniityntie,Pihkaniityntie,Suorannankatu,Suorannankatu,1,1,1,01
10965,9010239,Ke0139,P,2561095,6700234,2561103,6700215,Vellamontie,Vellamontie,Kurkelankatu,Kurkelankatu,1,1,1,04
10966,9010240,Ke0140,P,2561197,6700274,2561177,6700274,Vellamontie,Vellamontie,Kurkelankatu,Kurkelankatu,1,1,1,04
10967,9010241,Ke0141,P,2560119,6700273,2560112,6700263,Terv.keskus,Terv.keskus,Tuusulantie,Tuusulantie,1,1,1,01
10968,9010242,Ke0142,P,2560191,6700309,2560205,6700309,Metsolantie,Metsolantie,Metsolantie,Metsolantie,0,0,1,04
10969,9010243,Ke0143,P,2560337,6700091,2560320,6700075,Uimala,Uimala,Tuusulantie,Tuusulantie,1,1,1,04
10970,9010244,Ke0144,P,2560513,6699929,2560502,6699914,Untola,Untola,Tuusulantie,Tuusulantie,1,1,1,04
10971,9010245,Ke0145,P,2561028,6701879,2561044,6701879,Palosenkatu,Palosenkatu,Suorannankatu,Suorannankatu,1,1,1,04
10972,9010246,Ke0146,P,2561054,6701888,2561044,6701889,Palosenkatu,Palosenkatu,Suorannankatu,Suorannankatu,1,1,1,04
10973,9010247,Ke0147,P,2560945,6702447,2560944,6702461,Virrenkulma,Virrenkulma,Virrenkulma,Virrenkulma,0,0,1,99
10974,9010255,Ke0155,P,2561181,6700505,2561206,6700505,Käenkatu,Käenkatu,Kurkelankatu,Kurkelankatu,1,1,1,04
10975,9020202,Ke0202,P,2559985,6700307,2559988,6700320,Kilta,Kilta,Tuusulantie,Tuusulantie,1,1,1,04
10976,9020203, ,P,2559749,6700138,2559670,6700138,Multatie,Multatie,Jukolantie,Jukolantie,0,0,1,99
10977,9020205,Ke0205,P,2560291,6700061,2560314,6700085,Uimala,Uimala,Tuusulantie,Tuusulantie,1,1,1,04
10978,9020207,Ke0207,P,2560564,6699802,2560587,6699817,Sirkushevoset,Sirkushevoset,Sibeliuksenkatu,Sibeliuksenkatu,1,1,1,01
10979,9020209, ,P,2559748,6700044,2559681,6700044,Multatie,Multatie,Jukolantie,Jukolantie,0,0,1,99
10980,9030201,Ke0301,P,2560716,6699453,2560720,6699458,Keravan tori,Keravan tori,Sibeliuksentie, ,0,0,1,99
10981,9030213,Ke0313,P,2560985,6699170,2561005,6699168,Nikonkatu,Nikonkatu,Saviontie,Saviontie,1,1,1,01
10982,9030214, ,P,2559748,6699765,2559683,6699765,Mattilanpuisto,Mattilanpuisto,Jukolantie,Jukolantie,0,0,1,99
10983,9040200,Ke0200,P,2561072,6699755,2561072,6699756,Keravan asema,Kervo station,Asemanaukio, ,1,1,1,99
10984,9040201,Ke0401,P,2560644,6699728,2560617,6699728,Sirkushevoset,Sirkushevoset,Sibeliuksentie,Sibeliuksentie,1,1,1,01
10985,9040202,Ke0402,P,2561080,6699780,2561080,6699780,Keravan asema,Kervo station,Asemanaukio,Asemanaukio,0,0,1,01
10986,9040203,Ke0403,P,2560734,6699527,2560746,6699513,Keravan tori,Keravan tori,Aleksis Kiven tie,Aleksis Kiven tie,1,1,1,01
10987,9040204,Ke0404,P,2560756,6699504,2560747,6699514,Keravan tori,Keravan tori,Aleksis Kiven tie,Aleksis Kiven tie,1,1,1,01
10988,9040205,Ke0405,P,2560859,6699678,2560877,6699670,Keravanaukio,Keravanaukio,Paasikivenkatu,Paasikivenkatu,1,1,1,01
10989,9040206,Ke0406,P,2560892,6699669,2560879,6699674,Keravanaukio,Keravanaukio,Paasikivenkatu,Paasikivenkatu,1,1,1,01
10990,9040207,Ke0407,P,2561025,6700070,2561043,6700081,Paasikivenkatu,Paasikivenkatu,Paasikivenkatu,Paasikivenkatu,1,1,1,04
10991,9040208,Ke0408,P,2561093,6699803,2561088,6699783,Keravan asema,Kervo station,Asemanaukio,Asemanaukio,1,1,1,01
10992,9040209,Ke0409,P,2561140,6699673,2561138,6699650,Asemansilta,Asemansilta,Asemansilta,Asemansilta,1,1,1,04
10993,9040210,Ke0410,P,2561216,6699623,2561217,6699643,Asemansilta,Asemansilta,Asemansilta,Asemansilta,1,1,1,04
10994,9040211,Ke0411,P,2561352,6699471,2561374,6699471,Sampola,Sampola,Sampolankatu,Sampolankatu,1,1,1,04
10995,9040212,Ke0412,P,2561399,6699478,2561376,6699482,Sampola,Sampola,Sampolankatu,Sampolankatu,1,1,1,04
10996,9040213,Ke0413,P,2561075,6700072,2561055,6700061,Paasikivenkatu,Paasikivenkatu,Paasikivenkatu,Paasikivenkatu,1,1,1,04
10997,9040214,Ke0414,P,2561410,6699349,2561405,6699326,Sibeliuksentie,Sibeliuksentie,Sibeliuksentie,Sibeliuksentie,1,1,1,04
10998,9040215,Ke0415,P,2561384,6699835,2561397,6699817,Porvoonkatu,Porvoonkatu,Porvoonkatu,Porvoonkatu,1,1,1,04
10999,9040216,Ke0416,P,2561811,6699694,2561827,6699694,Lapilan koulu,Lapilan koulu,Jurvalantie,Jurvalantie,0,0,1,04
11000,9040217,Ke0417,P,2561484,6699837,2561476,6699855,Porvoonkatu,Porvoonkatu,Porvoonkatu,Porvoonkatu,1,1,1,04
11001,9040218,Ke0418,P,2561633,6699943,2561642,6699922,Kotopellonkatu,Kotopellonkatu,Porvoonkatu,Porvoonkatu,1,1,1,04
11002,9040219,Ke0419,P,2561741,6699948,2561731,6699966,Kotopellonkatu,Kotopellonkatu,Porvoonkatu,Porvoonkatu,1,1,1,04
11003,9040220,Ke0420,P,2561081,6699783,2561078,6699784,Keravan asema,Kervo station,Asemanaukio,Asemanaukio,1,1,1,01
11004,9040221,Ke0421,P,2561090,6699857,2561090,6699860,Taksiasema,Taksiasema,Veturiaukio,Veturiaukio,0,0,1,04
11005,9040222,Ke0422,P,2561090,6699857,2561090,6699860,Taksiasema,Taksiasema,Veturiaukio,Veturiaukio,0,0,1,04
11006,9040223,Ke0423,P,2561815,6699505,2561827,6699481,Jurvalanraitti,Jurvalanraitti,Ahjontie,Ahjontie,1,1,1,04
11007,9040224,Ke0424,P,2561084,6699779,2561084,6699779,Keravan asema,Kervo station,Asemanaukio,Asemanaukio,0,0,1,01
11008,9040225,Ke0425,P,2561078,6699864,2561080,6699864,Taksiasema,Taksiasema,Veturiaukio,Veturiaukio,0,0,1,04
11009,9040226,Ke0426,P,2560906,6699421,2560904,6699403,Puuvalonaukio,Puuvalonaukio,Keskustan kehä,Keskustan kehä,1,1,1,04
11010,9040227, ,P,2561084,6699778,2561084,6699778,"Keravan asema, tulo",Kervo station,Asemanaukio,Asemanaukio,0,0,1,99
11011,9040228, ,P,2561087,6699793,2561087,6699793,"Keravan asema, tulo",Kervo station,Asemanaukio,Asemanaukio,0,0,1,99
11012,9040229, ,P,2561080,6699779,2561080,6699779,"Keravan asema, tulo",Kervo station,Asemanaukio,Asemanaukio,0,0,1,99
11013,9040230, ,P,2561084,6699783,2561081,6699783,"Keravan asema, tulo",Kervo station,Asemanaukio,Asemanaukio,1,0,1,99
11014,9040231,Ke0431,P,2561062,6699539,2561062,6699539,Sampolan tunneli,Sampolan tunneli,Asemantie, ,1,0,1,99
11015,9040232,Ke0432,P,2561066,6699508,2561070,6699509,Sampolan tunneli,Sampolan tunneli,Asemantie, ,1,0,1,99
11016,9040233,Ke0433,P,2560671,6699490,2560685,6699500,Keravan tori,Keravan tori,Sibeliuksentie, ,0,0,1,04
11017,9040234,Ke0434,P,2561102,6699778,2561097,6699778,Keravan asema,Kervo station,Asemanaukio,Asemanaukio,1,0,1,99
11018,9040236,Ke0436,P,2561215,6699833,2561217,6699838,Keravan asema,Kervo station,Tapulikatu,Tapulikatu,0,0,1,99
11019,9040501,Ke0041,P,2561155,6699806,2561144,6699810,Kerava,Kervo,Asemanaukio 1, ,1,1,4,03
11020,9040502,Ke0042,P,2561129,6699811,2561143,6699809,Kerava,Kervo,Asemanaukio 1, ,1,1,4,03
11021,9040505,Ke0043,P,2561163,6699803,2561170,6699802,Kerava,Kervo,Asemanaukio 1,Asemanaukio 1,1,1,4,03
11022,9040506,Ke0044,P,2561168,6699807,2561171,6699806,Kerava,Kervo,Asemanaukio 1,Asemanaukio 1,1,1,4,03
11023,9050201,Ke0501,P,2563300,6700098,2563301,6700068,Annantie,Annantie,Porvoontie,Porvoontie,1,1,1,04
11024,9050202,Ke0502,P,2562380,6699035,2562354,6699035,Talmantie,Talmantie,Lahdentie, ,0,0,1,04
11025,9050203,Ke0503,P,2563033,6700284,2563019,6700270,Metsärinne,Metsärinne,Päivöläntie,Päivöläntie,1,1,1,04
11026,9050204,Ke0504,P,2563065,6700213,2563068,6700215,Metsärinne,Metsärinne,Päivöläntie,Päivöläntie,1,1,1,04
11027,9050205,Ke0505,P,2563288,6697787,2563286,6697778,Keinukalliontie,Keinukalliontie,Keravantie,Kervovägen,1,1,1,04
11028,9050206,Ke0506,P,2563365,6697798,2563346,6697807,Keinukalliontie,Keinukalliontie,Keravantie,Keravantie,1,1,1,04
11029,9050207,Ke0507,P,2563298,6697972,2563296,6697974,Ratsastuskoulu,Ratsastuskoulu,Ratatie,Ratatie,0,0,1,04
11030,9050208,Ke0508,P,2563307,6698087,2563328,6698082,Levonmäentie,Levonmäentie,Ratatie,Ratatie,1,1,1,04
11031,9050209,Ke0509,P,2563372,6698168,2563347,6698172,Levonmäentie,Levonmäentie,Ratatie,Ratatie,1,1,1,04
11032,9050210,Ke0510,P,2563359,6698368,2563386,6698368,Auratie,Auratie,Ratatie,Ratatie,1,1,1,02
11033,9050211,Ke0511,P,2563416,6698419,2563389,6698419,Auratie,Auratie,Ratatie,Ratatie,1,1,1,02
11034,9050212,Ke0512,P,2563305,6698675,2563326,6698680,Sorsakorventie,Sorsakorventie,Ratatie,Ratatie,1,1,1,02
11035,9050213,Ke0513,P,2563342,6698686,2563326,6698682,Sorsakorventie,Sorsakorventie,Ratatie,Ratatie,1,1,1,02
11036,9050214,Ke0514,P,2563279,6698874,2563300,6698874,Harkkotie,Harkkotie,Ratatie,Ratatie,1,1,1,04
11037,9050215,Ke0515,P,2563330,6699001,2563306,6699007,Sysitie,Sysitie,Ratatie,Ratatie,1,1,1,04
11038,9050216,Ke0516,P,2563352,6699261,2563354,6699276,Terästie,Terästie,Ratatie,Ratatie,1,1,1,04
11039,9050217,Ke0517,P,2563365,6699283,2563358,6699288,Terästie,Terästie,Terästie,Terästie,1,1,1,02
11040,9050218,Ke0518,P,2562827,6700789,2562798,6700789,Laineentie,Laineentie,Kaskelantie,Kaskelantie,0,0,1,04
11041,9050222,Ke0522,P,2563100,6700086,2563091,6700084,Etelä-Kaskela,Etelä-Kaskela,Päivöläntie,Päivöläntie,1,1,1,04
11042,9050224,Ke0524,P,2563167,6700032,2563160,6700050,Etelä-Kaskela,Etelä-Kaskela,Porvoontie,Porvoontie,1,1,1,04
11043,9050225,Ke0525,P,2563041,6699940,2563045,6699943,Ahjonsilta,Ahjonsilta,Ahjonsilta,Ahjonsilta,1,1,1,02
11044,9050226,Ke0526,P,2562985,6699989,2562989,6699977,Etelä-Kaskela,Etelä-Kaskela,Porvoontie,Porvoontie,1,1,1,02
11045,9050227,Ke0527,P,2562621,6699938,2562617,6699935,Päivölä,Päivölä,Porvoontie,Porvoontie,1,1,1,02
11046,9050229,Ke0529,P,2562727,6699877,2562727,6699883,Päivölä,Päivölä,Porvoontie,Porvoontie,1,1,1,04
11047,9050230,Ke0530,P,2562817,6699585,2562810,6699566,Vaihdekatu,Vaihdekatu,Ahjontie,Ahjontie,1,1,1,04
11048,9050231,Ke0531,P,2562775,6699546,2562779,6699574,Vaihdekatu,Vaihdekatu,Ahjontie,Ahjontie,1,1,1,04
11049,9050232,Ke0532,P,2562985,6699428,2562973,6699411,Ahjon koulu,Ahjon koulu,Terästie,Terästie,1,1,1,02
11050,9050233,Ke0533,P,2563010,6699369,2563018,6699393,Ahjon koulu,Ahjon koulu,Terästie,Terästie,1,1,1,02
11051,9050234,Ke0534,P,2563016,6699603,2563020,6699600,Moukaritie,Moukaritie,Moukaritie,Moukaritie,1,1,1,04
11052,9050235,Ke0535,P,2563051,6699635,2563045,6699640,Moukaritie,Moukaritie,Moukaritie,Moukaritie,1,1,1,02
11053,9050236,Ke0536,P,2562873,6700529,2562868,6700512,Kaskitie,Kaskitie,Päivöläntie,Päivöläntie,1,1,1,04
11054,9050237,Ke0537,P,2562810,6700509,2562817,6700528,Kaskitie,Kaskitie,Päivöläntie,Päivöläntie,1,1,1,04
11055,9060201,Ke0601,P,2560328,6695748,2560362,6695733,Tuijantie,Tuijantie,Saviontie,Saviontie,1,1,1,02
11056,9060202,Ke0602,P,2560460,6696086,2560498,6696074,Angervontie,Angervontie,Saviontie,Saviontie,1,1,1,02
11057,9060203,Ke0603,P,2560561,6696559,2560594,6696558,Savionaalloppi,Savionaalloppi,Saviontie, ,0,0,1,04
11058,9060204,Ke0604,P,2560683,6697263,2560711,6697263,Kaarnapolku,Kaarnapolku,Saviontie, ,1,0,1,04
11059,9060205,Ke0605,P,2560717,6697749,2560745,6697749,Pajukatu,Pajukatu,Saviontie, ,1,0,1,04
11060,9060206,Ke0606,P,2560822,6698182,2560848,6698182,Tuomikatu,Tuomikatu,Saviontie, ,1,0,1,04
11061,9060207,Ke0607,P,2560877,6698515,2560901,6698511,Nurmikatu,Nurmikatu,Saviontie,Saviontie,1,1,1,02
11062,9060208,Ke0608,P,2559715,6696546,2559734,6696539,Virpitie,Virpitie,Koivikontie,Koivikontie,1,1,1,04
11063,9060209,Ke0609,P,2559778,6696582,2559755,6696593,Virpitie,Virpitie,Koivikontie,Koivikontie,1,1,1,04
11064,9060210,Ke0610,P,2559828,6696736,2559842,6696726,Koivikko,Koivikko,Koivikontie,Koivikontie,1,1,1,02
11065,9060211,Ke0611,P,2559850,6696709,2559837,6696720,Koivikko,Koivikko,Koivikontie,Koivikontie,1,1,1,02
11066,9060212,Ke0612,P,2560148,6697085,2560161,6697078,Käpytie,Käpytie,Koivikontie,Koivikontie,1,1,1,04
11067,9060213,Ke0613,P,2560108,6696954,2560096,6696963,Mäkitie,Mäkitie,Koivikontie,Koivikontie,1,1,1,02
11068,9060214,Ke0614,P,2560579,6697139,2560577,6697121,Savion asema,Savion asema,Koivikontie,Koivikontie,0,0,1,04
11069,9060215,Ke0615,P,2560556,6697104,2560558,6697123,Savion asema,Savion asema,Koivikontie,Koivikontie,0,0,1,04
11070,9060216,Ke0616,P,2560561,6696465,2560585,6696467,Savionaalloppi,Savionaalloppi,Saviontie,Saviontie,1,1,1,04
11071,9060217,Ke0617,P,2559818,6698716,2559790,6698726,Myrtinoja,Myrtinoja,Keravantie,Kervovõgen,1,1,1,04
11072,9060218,Ke0618,P,2560202,6697306,2560219,6697306,Lehmuskatu,Lehmuskatu,Lehmuskatu,Lehmuskatu,1,1,1,02
11073,9060219,Ke0619,P,2560232,6697297,2560219,6697298,Lehmuskatu,Lehmuskatu,Lehmuskatu,Lehmuskatu,1,1,1,02
11074,9060221,Ke0621,P,2560121,6697460,2560139,6697458,Marttila,Marttila,Marttilankatu,Marttilankatu,1,1,1,04
11075,9060222,Ke0622,P,2560159,6697511,2560146,6697513,Marttila,Marttila,Marttilankatu,Marttilankatu,1,1,1,04
11076,9060223,Ke0623,P,2560244,6697616,2560261,6697613,Marttilanpolku,Marttilanpolku,Kannistonkatu,Kannistonkatu,1,1,1,04
11077,9060224,Ke0624,P,2560277,6697618,2560262,6697619,Marttilanpolku,Marttilanpolku,Kannistonkatu,Kannistonkatu,1,1,1,04
11078,9060225,Ke0625,P,2560222,6697989,2560240,6697987,Mäyräkorventie,Mäyräkorventie,Kannistonkatu,Kannistonkatu,1,1,1,02
11079,9060226,Ke0626,P,2560268,6698070,2560254,6698074,Mäyräkorventie,Mäyräkorventie,Kannistonkatu,Kannistonkatu,1,1,1,04
11080,9060227,Ke0627,P,2560519,6698797,2560519,6698788,Saviontaival,Saviontaival,Keravantie,Kervovõgen,1,1,1,04
11081,9060228,Ke0628,P,2560633,6698780,2560634,6698789,Saviontaival,Saviontaival,Keravantie,Kervovõgen,1,1,1,04
11082,9060229,Ke0629,P,2560439,6698238,2560444,6698221,Kannisto,Kannisto,Kannistonkatu,Kannistonkatu,1,1,1,02
11083,9060230,Ke0630,P,2560549,6698232,2560545,6698248,Kannisto,Kannisto,Kannistonkatu,Kannistonkatu,1,1,1,02
11084,9060231,Ke0631,P,2560693,6698292,2560695,6698271,Kantokatu,Kantokatu,Kannistonkatu,Kannistonkatu,1,1,1,04
11085,9060232,Ke0632,P,2560758,6698249,2560758,6698274,Kantokatu,Kantokatu,Kannistonkatu,Kannistonkatu,1,1,1,04
11086,9070201,Ke0701,P,2561330,6702358,2561304,6702355,Kytömaa,Kytömaa,Kytömaantie, ,0,0,1,04
11087,9070202,Ke0702,P,2561438,6702173,2561424,6702155,Siikiläntie,Siikiläntie,Kytömaantie,Kytömaantie,0,0,1,04
11088,9070203,Ke0703,P,2561413,6702135,2561426,6702153,Siikiläntie,Siikiläntie,Kytömaantie, ,0,0,1,04
11089,9070204,Ke0704,P,2561593,6702035,2561579,6702026,Tukkilantie,Tukkilantie,Kytömaantie,Kytömaantie,0,0,1,04
11090,9070205,Ke0705,P,2561566,6701983,2561591,6702002,Tukkilantie,Tukkilantie,Kytömaantie,Kytömaantie,0,0,1,04
11091,9070206,Ke0706,P,2561684,6701810,2561683,6701813,Kytömaa,Kytömaa,Koivulantie, ,1,1,1,04
11092,9070207,Ke0707,P,2561637,6701760,2561642,6701758,Kytömaa,Kytömaa,Kytömaantie, ,1,1,1,04
11093,9070208,Ke0708,P,2561762,6701443,2561747,6701436,Kytömaantie,Kytömaantie,Kytömaantie,Kytömaantie,1,1,1,04
11094,9070209,Ke0709,P,2561725,6701390,2561763,6701392,Kytömaantie,Kytömaantie,Kytömaantie,Kytömaantie,1,1,1,04
11095,9070210,Ke0710,P,2561765,6701063,2561753,6701064,Postlarinkatu,Postlarinkatu,Kytömaantie,Kytömaantie,1,1,1,04
11096,9070211,Ke0711,P,2561727,6701026,2561755,6701041,Postlarinkatu,Postlarinkatu,Kytömaantie,Kytömaantie,1,1,1,04
11097,9070212,Ke0712,P,2561773,6700418,2561750,6700419,Tervahaudankatu,Tervahaudankatu,Kytömaantie,Kytömaantie,1,1,1,04
11098,9070213,Ke0713,P,2561716,6700340,2561747,6700340,Tervahaudankatu,Tervahaudankatu,Kytömaantie,Kytömaantie,1,1,1,04
11099,9070214,Ke0714,P,2561916,6701977,2561906,6701995,Silmutie,Silmutie,Koivulantie,Koivulantie,1,1,1,04
11100,9070215,Ke0715,P,2561833,6701970,2561849,6701954,Silmutie,Silmutie,Koivulantie,Koivulantie,1,1,1,04
11101,9070216,Ke0716,P,2562316,6701954,2562323,6701953,Koivulantie,Koivulantie,Lahdentie,Lahdentie,1,1,1,04
11102,9070218,Ke0718,P,2562343,6701843,2562318,6701843,Ojalantie,Ojalantie,Lahdentie,Lahdentie,1,1,1,04
11103,9070219,Ke0719,P,2562408,6701902,2562395,6701939,Keravan vankila,Keravan vankila,Ojalantie,Ojalantie,0,0,1,04
11104,9070220,Ke0720,P,2562189,6702021,2562188,6702020,Koivulantie,Koivulantie,Koivulantie,Koivulantie,1,1,1,04
11105,9080201,Ke0801,P,2563422,6701964,2563429,6701982,Kaskela,Kaskela,Laineentie,Laineentie,0,0,1,04
11106,9080202,Ke0802,P,2562767,6700775,2562796,6700775,Laineentie,Laineentie,Kaskelantie,Kaskelantie,0,0,1,04
11107,9080203,Ke0803,P,2563512,6700537,2563519,6700524,Mäntyniementie,Mäntyniementie,Mäntyniementie, ,0,0,1,04
11108,9090201,Ke0901,P,2560412,6695825,2560404,6695828,Tuijantie,Tuijantie,Saviontie,Saviontie,1,1,1,02
11109,9090202,Ke0902,P,2560523,6696133,2560516,6696135,Angervontie,Angervontie,Saviontie,Saviontie,1,1,1,02
11110,9090203,Ke0903,P,2560612,6696584,2560598,6696583,Savionaalloppi,Savionaalloppi,Saviontie, ,1,0,1,04
11111,9090204,Ke0904,P,2560733,6697302,2560718,6697302,Kaarnapolku,Kaarnapolku,Saviontie, ,1,0,1,02
11112,9090205,Ke0905,P,2560773,6697817,2560752,6697817,Pajukatu,Pajukatu,Saviontie, ,1,0,1,04
11113,9090206,Ke0906,P,2560866,6698164,2560844,6698169,Tuomikatu,Tuomikatu,Saviontie, ,1,0,1,04
11114,9090207,Ke0907,P,2560907,6698465,2560895,6698466,Nurmikatu,Nurmikatu,Saviontie,Saviontie,1,1,1,04
11115,9090208,Ke0908,P,2560775,6696496,2560773,6696483,Karhuntassuntie,Karhuntassuntie,Karhuntassuntie, ,1,1,1,04
11116,9090209,Ke0909,P,2560795,6696462,2560796,6696482,Karhuntassuntie,Karhuntassuntie,Karhuntassuntie, ,1,1,1,04
11117,9090210,Ke0910,P,2560996,6696512,2560993,6696486,Karhuntassuntie,Karhuntassuntie,Alikeravantie,Alikeravantie,1,1,1,04
11118,9090211,Ke0911,P,2561065,6696478,2561053,6696491,Karhuntassuntie,Karhuntassuntie,Alikeravantie,Alikeravantie,1,1,1,04
11119,9090212,Ke0912,P,2561168,6696979,2561192,6696968,Myllynummentie,Myllynummentie,Alikeravantie,Alikeravantie,1,1,1,04
11120,9090213,Ke0913,P,2561257,6697052,2561235,6697063,Myllynummentie,Myllynummentie,Alikeravantie,Alikeravantie,1,1,1,04
11121,9090214,Ke0914,P,2560605,6696483,2560584,6696484,Savionaalloppi,Savionaalloppi,Saviontie,Saviontie,1,1,1,04
11122,9090215,Ke0915,P,2561293,6697240,2561315,6697228,Kumitehtaankatu,Kumitehtaankatu,Alikeravantie,Alikeravantie,1,1,1,04
11123,9090216,Ke0916,P,2561373,6697308,2561347,6697316,Kumitehtaankatu,Kumitehtaankatu,Alikeravantie,Alikeravantie,1,1,1,01
11124,9090217,Ke0917,P,2561327,6697782,2561356,6697782,Sementtitehtaankatu,Sementtitehtaankatu,Alikeravantie,Alikeravantie,1,1,1,04
11125,9090218,Ke0918,P,2561398,6697844,2561364,6697844,Sementtitehtaankatu,Sementtitehtaankatu,Alikeravantie,Alikeravantie,1,1,1,04
11126,9090219,Ke0919,P,2561412,6698289,2561440,6698289,Peltomäenkatu,Peltomäenkatu,Alikeravantie,Alikeravantie,1,1,1,04
11127,9090220,Ke0920,P,2561453,6698342,2561431,6698342,Peltomäenkatu,Peltomäenkatu,Alikeravantie,Alikeravantie,1,1,1,04
11128,9090221,Ke0921,P,2561426,6698679,2561456,6698679,Ollilantie,Ollilantie,Alikeravantie,Alikeravantie,1,1,1,01
11129,9090223,Ke0923,P,2561472,6698780,2561447,6698780,Ollilantie,Ollilantie,Alikeravantie,Alikeravantie,1,1,1,04
11130,9090228,Ke0928,P,2561344,6699311,2561347,6699336,Sibeliuksentie,Sibeliuksentie,Sibeliuksentie,Sibeliuksentie,1,1,1,01
11131,9090229,Ke0929,P,2561459,6699160,2561490,6699160,Veräjäkuja,Veräjäkuja,Alikeravantie,Alikeravantie,1,1,1,01
11132,9090230,Ke0930,P,2561515,6699186,2561495,6699188,Veräjäkuja,Veräjäkuja,Alikeravantie,Alikeravantie,1,1,1,04
11133,9090233,Ke0933,P,2561862,6699498,2561860,6699503,Jurvalanraitti,Jurvalanraitti,Ahjontie,Ahjontie,1,1,1,02
11134,9090244,Ke0944,P,2561024,6699171,2561001,6699171,Nikonkatu,Nikonkatu,Saviontie,Saviontie,0,0,1,04
11135,9090501,Ke0091,P,2560726,6697100,2560718,6697101,Savio,Savio,Saviontie 80,Saviovägen 80,1,1,4,03
11136,9090502,Ke0092,P,2560725,6697100,2560734,6697100,Savio,Savio,Saviontie 80,Saviovägen 80,1,1,4,03
11137,9100200,Ke1000,P,2563359,6697718,2563368,6697738,Keinukalliontie,Keinukalliontie,Keravantie,Kervovägen,1,1,1,99
11138,9100201,Ke1001,P,2562458,6694903,2562435,6694905,Leppäkorventie,Leppäkorventie,Lahdentie,Lahdentie,1,1,1,04
11139,9100202,Ke1002,P,2562490,6696151,2562452,6696144,Jokivarsi,Jokivarsi,Lahdentie,Lahdentie,1,1,1,04
11140,9100203,Ke1003,P,2562302,6697122,2562335,6697122,Perkaustie,Perkaustie,Lahdentie,Lahdentie,1,1,1,04
11141,9100204,Ke1004,P,2562369,6697134,2562335,6697134,Perkaustie,Perkaustie,Lahdentie,Lahdentie,1,1,1,04
11142,9100205,Ke1005,P,2562263,6697699,2562297,6697699,Keravantie,Keravantie,Lahdentie,Lahdentie,1,1,1,04
11143,9100206,Ke1006,P,2562203,6698174,2562238,6698174,Lahdentie,Lahdentie,Lahdentie, ,0,0,1,04
11144,9100207,Ke1007,P,2562267,6698267,2562239,6698267,Lahdentie,Lahdentie,Lahdentie, ,0,0,1,04
11145,9100208,Ke1008,P,2562393,6697750,2562394,6697759,Lahdentie,Lahdentie,Keravantie,Kervovägen,1,1,1,04
11146,9100209,Ke1009,P,2562785,6697809,2562783,6697815,Keinukallio,Keinukallio,Keravantie,Kervovägen,1,1,1,04
11147,9100210,Ke1010,P,2562451,6695999,2562477,6695999,Jokivarsi,Jokivarsi,Lahdentie,Lahdentie,1,1,1,04
11148,9100211,Ke1011,P,2562890,6697838,2562890,6697831,Keinukallio,Keinukallio,Keravantie,Kervovägen,1,1,1,04
11149,9100212,Ke1012,P,2562232,6697799,2562227,6697778,Lahdentie,Lahdentie,Keravantie,Keravantie,1,1,1,04
11150,9100213,Ke1013,P,2562312,6698915,2562330,6698914,Talmantie,Talmantie,Lahdentie, ,0,0,1,04
11151,9100214,Ke1014,P,2562300,6697803,2562282,6697800,Keravantie,Keravantie,Lahdentie, ,0,0,0,04
11152,9100215,Ke1015,P,2562863,6697626,2562866,6697627,Keinukallio,Keinukallio,Keinukalliontie,Keinukalliontie,1,1,1,04
11153,9203202,Si0302,P,2581094,6682311,2581072,6682338,Sandvikintie,Sandviksvägen,Kitöntie,Kitövägen,1,1,1,07
11154,9203203,Si0303,P,2580419,6681516,2580422,6681512,Kitö,Kitö,Kitöntie,Kitövägen,1,1,1,07
11155,9203204,Si0304,P,2581052,6682344,2581056,6682333,Sandvikintie,Sandviksvägen,Kitöntie,Kitövägen,1,1,1,08
11156,9203205,Si0305,P,2581566,6682604,2581572,6682591,Ösundintie,Ösundsvägen,Kitöntie,Kitövägen,1,1,1,08
11157,9203206,Si0306,P,2581638,6682570,2581636,6682601,Ösundintie,Ösundsvägen,Kitöntie,Kitövägen,1,1,1,08
11158,9203207,Si0307,P,2582273,6682552,2582261,6682526,Lilla Svartviken,Lilla Svartviken,Kitöntie,Kitövägen,1,1,1,08
11159,9203208,Si0308,P,2582312,6682480,2582303,6682519,Lilla Svartviken,Lilla Svartviken,Kitöntie,Kitövägen,1,1,1,08
