price,area,rooms,balcony,sauna,category,neighborhood,city,postcode,deal_type
750.0,30.5,1.0,False,False,kerrostalo,espoon keskus,espoo,02760,rent
839.0,39.0,1.0,False,False,kerrostalo,vermonniitty,espoo,02600,rent
970.0,34.0,1.0,False,False,kerrostalo,kamppi,helsinki,00100,rent
899.0,60.0,2.0,False,False,kerrostalo,pihlajamäki,helsinki,00710,rent
1203.0,71.0,3.0,False,True,kerrostalo,pitäjänmäki,helsinki,21100,rent
1340.0,54.0,2.0,False,False,kerrostalo,kallio,helsinki,00530,rent
839.0,45.0,2.0,False,True,kerrostalo,herttoniemenranta,helsinki,00880,rent
2600.0,131.0,5.0,False,True,kerrostalo,kruununhaka,helsinki,00170,rent
780.0,28.6,1.0,False,False,kerrostalo,kallio,helsinki,00500,rent
990.0,72.0,3.0,True,False,kerrostalo,pukinmäki,helsinki,00720,rent
720.0,26.0,1.0,False,False,kerrostalo,lauttasaari,helsinki,00200,rent
695.0,19.0,1.0,False,False,kerrostalo,kamppi,helsinki,00100,rent
695.0,27.0,1.0,False,False,kerrostalo,pohjois-haaga,helsinki,00400,rent
690.0,28.0,1.0,False,False,kerrostalo,pajamäki (pitäjänmäki),helsinki,00360,rent
1399.0,68.5,3.0,False,True,kerrostalo,herttoniemi,helsinki,00881,rent
1379.0,67.5,3.0,False,True,kerrostalo,herttoniemi,helsinki,00881,rent
975.0,39.0,2.0,False,False,kerrostalo,tali,helsinki,00380,rent
1150.0,57.5,3.0,True,False,kerrostalo,munkkiniemi,helsinki,00230,rent
1280.0,60.0,2.0,False,False,kerrostalo,kruununhaka,helsinki,10960,rent
1520.0,76.0,3.0,False,False,kerrostalo,kamppi,helsinki,00180,rent
895.0,51.5,2.0,False,False,kerrostalo,roihuvuori,helsinki,00820,rent
1347.0,24.0,1.0,False,False,kerrostalo,lauttasaari,helsinki,00210,rent
890.0,41.5,2.0,False,False,kerrostalo,kallio,helsinki,00500,rent
690.0,28.5,1.0,True,False,kerrostalo,saunalahti,espoo,02330,rent
690.0,29.0,1.0,True,False,kerrostalo,pähkinärinne,vantaa,01710,rent
760.0,24.0,1.0,False,False,kerrostalo,kallio,helsinki,00530,rent
980.0,60.0,2.0,True,False,kerrostalo,havukoski,vantaa,01400,rent
799.0,27.0,1.0,False,False,kerrostalo,kaivoksela,vantaa,01610,rent
1252.0,74.5,3.0,False,False,kerrostalo,soukka,espoo,02360,rent
916.0,62.0,2.0,False,False,kerrostalo,hakunila,vantaa,01200,rent
920.0,41.0,2.0,False,False,kerrostalo,lauttasaari,helsinki,00210,rent
740.0,27.0,1.0,False,False,kerrostalo,haaga,helsinki,00320,rent
844.0,55.0,2.0,True,False,kerrostalo,lassila,helsinki,78300,rent
938.0,48.0,2.0,False,False,kerrostalo,tiistilä,espoo,02240,rent
1061.0,50.0,2.0,False,False,kerrostalo,herttoniemi,helsinki,00880,rent
1316.0,66.5,3.0,False,True,kerrostalo,herttoniemi,helsinki,26820,rent
1844.0,75.0,3.0,False,True,kerrostalo,katajanokka,helsinki,20101,rent
585.0,23.0,1.0,True,False,kerrostalo,korso,vantaa,01450,rent
1150.0,44.0,2.0,True,False,kerrostalo,punavuori,helsinki,00150,rent
749.0,32.0,1.0,False,False,kerrostalo,kannelmäki,helsinki,00420,rent
819.0,42.0,2.0,False,False,kerrostalo,kivistö,vantaa,01700,rent
580.0,16.0,1.0,False,False,kerrostalo,kamppi,helsinki,65230,rent
910.0,55.5,2.0,False,False,kerrostalo,espoon keskus,espoo,02770,rent
980.0,49.3,2.0,False,False,kerrostalo,ruskeasuo,helsinki,46400,rent
750.0,34.0,1.0,False,False,rivitalo,varisto,vantaa,01660,rent
719.0,31.5,1.0,True,False,kerrostalo,kivistö,vantaa,01700,rent
780.0,31.0,1.0,False,False,kerrostalo,kamppi,helsinki,00120,rent
679.0,21.0,1.0,False,False,kerrostalo,kivenlahti,espoo,02320,rent
739.0,21.0,1.0,False,False,kerrostalo,kallio,helsinki,00014,rent
840.0,44.0,2.0,False,True,kerrostalo,pakkala,vantaa,54120,rent
695.0,30.0,1.0,False,False,kerrostalo,laajasalo,helsinki,00870,rent
745.0,52.0,2.0,True,True,kerrostalo,korso,vantaa,21220,rent
898.0,50.5,2.0,True,False,kerrostalo,lippajärvi,espoo,02940,rent
1450.0,63.5,2.0,False,False,kerrostalo,etu-töölö,helsinki,00120,rent
1290.0,72.0,3.0,False,False,kerrostalo,töölö,helsinki,00260,rent
905.0,45.0,2.0,False,False,kerrostalo,mellunkylä,helsinki,00970,rent
1200.0,54.5,2.0,False,False,kerrostalo,munkkiniemi,helsinki,00230,rent
730.0,31.0,1.0,True,False,kerrostalo,leinelä,vantaa,01340,rent
925.0,45.0,2.0,False,False,kerrostalo,vermonniitty,espoo,02600,rent
874.0,38.0,1.0,False,True,kerrostalo,espoon keskus,espoo,02770,rent
951.0,46.0,2.0,False,True,kerrostalo,myyrmäki,vantaa,Manner-Suomi,rent
1115.0,60.5,2.0,False,True,kerrostalo,vuosaari,helsinki,00980,rent
1182.0,64.5,3.0,False,False,kerrostalo,pähkinärinne,vantaa,01640,rent
1250.0,28.0,1.0,False,False,kerrostalo,taka-töölö,helsinki,00250,rent
840.0,43.0,2.0,False,False,kerrostalo,suurpelto,espoo,02250,rent
879.0,23.5,1.0,False,False,kerrostalo,kalasatama,helsinki,00540,rent
1305.0,47.0,2.0,False,False,kerrostalo,sompasaari,helsinki,00540,rent
1290.0,47.0,2.0,False,False,kerrostalo,sompasaari,helsinki,00540,rent
1160.0,36.5,1.0,False,False,kerrostalo,sompasaari,helsinki,00540,rent
798.0,29.0,1.0,False,False,kerrostalo,niittykumpu,espoo,10960,rent
1045.0,60.0,2.0,False,False,kerrostalo,itä-pasila,helsinki,00077,rent
670.0,20.5,1.0,True,False,kerrostalo,saunalahti,espoo,02390,rent
1098.0,33.5,1.0,False,False,kerrostalo,sompasaari,helsinki,00540,rent
939.0,52.5,2.0,True,False,kerrostalo,keimolanmäki,vantaa,01700,rent
729.0,28.0,1.0,False,False,kerrostalo,keimolanmäki,vantaa,01700,rent
749.0,34.0,1.0,True,False,kerrostalo,keimolanmäki,vantaa,Manner-Suomi,rent
616.0,33.5,1.0,True,False,kerrostalo,hakunila,vantaa,01230,rent
739.0,31.5,1.0,False,False,kerrostalo,kivistö,vantaa,01700,rent
739.0,31.5,1.0,False,False,kerrostalo,kivistö,vantaa,01700,rent
699.0,23.0,1.0,False,False,kerrostalo,kivistö,vantaa,01700,rent
620.0,28.0,1.0,True,False,kerrostalo,pähkinärinne,vantaa,01710,rent
777.0,58.5,2.0,True,False,kerrostalo,länsimäki,vantaa,21420,rent
795.0,42.0,2.0,False,False,kerrostalo,herttoniemi,helsinki,00800,rent
749.0,38.0,2.0,True,False,kerrostalo,herttoniemenranta,helsinki,00880,rent
845.0,34.0,1.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
980.0,61.5,2.0,False,False,kerrostalo,pähkinärinne,vantaa,01710,rent
880.0,34.5,1.0,False,False,kerrostalo,malmi,helsinki,00700,rent
835.0,31.0,1.0,True,False,kerrostalo,hermanni,helsinki,00550,rent
920.0,34.0,1.0,True,False,kerrostalo,tapiola,espoo,02100,rent
991.0,46.5,2.0,False,False,kerrostalo,kaivoksela,vantaa,01610,rent
891.0,40.0,2.0,False,False,kerrostalo,tikkurila,vantaa,01300,rent
914.0,43.0,2.0,False,False,kerrostalo,vermonniitty,espoo,02600,rent
899.0,56.0,2.0,False,False,kerrostalo,matinkylä,espoo,20101,rent
890.0,43.5,2.0,False,False,kerrostalo,espoon keskus,espoo,49510,rent
920.0,44.5,2.0,False,False,kerrostalo,malminkartano,helsinki,00410,rent
851.0,49.0,2.0,False,False,kerrostalo,saunalahti,espoo,02390,rent
1101.0,73.5,3.0,False,True,kerrostalo,tammisto,vantaa,01520,rent
945.0,43.0,2.0,False,False,kerrostalo,itäkeskus,helsinki,00910,rent
1390.0,44.5,2.0,True,True,kerrostalo,länsisatama,helsinki,00180,rent
880.0,39.0,2.0,False,False,kerrostalo,kruunuvuorenranta,helsinki,00870,rent
830.0,36.0,2.0,True,False,kerrostalo,haaga,helsinki,00320,rent
1249.0,70.0,3.0,False,False,kerrostalo,mellunkylä,helsinki,00970,rent
899.0,45.5,2.0,False,False,kerrostalo,mellunkylä,helsinki,00970,rent
680.0,17.7,1.0,False,False,kerrostalo,kallio,helsinki,00500,rent
740.0,24.0,1.0,False,False,kerrostalo,etu-töölö,helsinki,00180,rent
917.0,23.0,1.0,True,False,rivitalo,puistola,helsinki,00760,rent
895.0,51.0,2.0,False,False,kerrostalo,roihuvuori,helsinki,00820,rent
700.0,22.5,1.0,True,False,luhtitalo,tikkurila,vantaa,01300,rent
770.0,25.0,1.0,False,False,kerrostalo,taka-töölö,helsinki,00250,rent
1149.0,54.0,2.0,True,False,kerrostalo,lauttasaari,helsinki,00210,rent
670.0,21.0,1.0,False,False,kerrostalo,kallio,helsinki,00500,rent
620.0,33.0,1.0,False,False,kerrostalo,mikkola,vantaa,01480,rent
950.0,45.0,2.0,True,False,kerrostalo,haaga,helsinki,00280,rent
440.0,91.0,2.0,True,False,kerrostalo,haaga,helsinki,00400,rent
2200.0,88.0,3.0,False,False,kerrostalo,ullanlinna,helsinki,00150,rent
630.0,47.0,2.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
638.0,26.0,1.0,False,False,kerrostalo,puotila,helsinki,48770,rent
993.0,51.0,2.0,False,True,kerrostalo,herttoniemi,helsinki,00881,rent
1290.0,80.0,3.0,True,True,kerrostalo,herttoniemi,helsinki,00880,rent
899.0,47.0,2.0,False,True,kerrostalo,leppävaara,espoo,02600,rent
890.0,50.0,2.0,False,False,kerrostalo,oulunkylä,helsinki,01044,rent
1617.0,86.5,3.0,False,False,kerrostalo,espoon keskus,espoo,02760,rent
1175.0,28.5,1.0,True,False,kerrostalo,kalasatama,helsinki,00540,rent
890.0,29.0,1.0,True,False,kerrostalo,jätkäsaari,helsinki,00220,rent
859.0,42.5,2.0,False,False,kerrostalo,leinelä,vantaa,01340,rent
762.0,35.5,1.0,False,False,kerrostalo,hiekkaharju,vantaa,01350,rent
795.0,28.5,1.0,False,False,kerrostalo,tikkurila,vantaa,00750,rent
895.0,37.5,1.0,False,False,kerrostalo,pasila,helsinki,00240,rent
865.0,32.0,1.0,False,False,kerrostalo,pasila,helsinki,00240,rent
990.0,33.0,2.0,False,False,kerrostalo,ullanlinna,helsinki,32200,rent
815.0,40.5,2.0,False,False,kerrostalo,suurpelto,espoo,02250,rent
722.0,29.0,1.0,False,False,kerrostalo,oulunkylä,helsinki,01044,rent
950.0,54.5,2.0,True,False,kerrostalo,tapiola,espoo,02130,rent
800.0,28.5,1.0,True,False,kerrostalo,kulosaari,helsinki,00570,rent
990.0,51.0,2.0,False,True,kerrostalo,tikkurila,vantaa,01370,rent
927.0,59.0,2.0,False,False,kerrostalo,pukinmäki,helsinki,00720,rent
580.0,30.5,1.0,False,False,kerrostalo,hakunila,vantaa,28330,rent
2900.0,113.5,3.0,False,False,kerrostalo,ullanlinna,helsinki,00140,rent
918.0,44.0,2.0,True,False,kerrostalo,eestinlaakso,espoo,02280,rent
948.0,55.0,2.0,False,False,kerrostalo,etelä-haaga,helsinki,00320,rent
890.0,48.0,2.0,False,True,kerrostalo,tikkurila,vantaa,40250,rent
932.0,49.5,2.0,False,True,kerrostalo,tikkurila,vantaa,01370,rent
927.0,43.0,1.0,False,False,kerrostalo,arabia,helsinki,00560,rent
1800.0,106.0,4.0,False,True,rivitalo,piispanmäki,espoo,02240,rent
953.0,59.5,2.0,False,False,kerrostalo,suvela,espoo,40250,rent
1249.0,74.5,3.0,False,False,kerrostalo,kurkimäki,helsinki,00920,rent
1150.0,77.0,3.0,False,True,kerrostalo,tikkurila,vantaa,01300,rent
1194.0,61.0,2.0,False,False,kerrostalo,ruoholahti,helsinki,00220,rent
1269.0,38.5,2.0,False,False,kerrostalo,jätkäsaari,helsinki,00220,rent
1348.0,74.0,3.0,False,True,kerrostalo,konala,helsinki,00390,rent
680.0,26.0,1.0,False,False,kerrostalo,nöykkiö / eestinlaakso,espoo,02280,rent
690.0,28.0,1.0,True,False,kerrostalo,matinkylä,espoo,02230,rent
1595.0,84.5,3.0,False,False,kerrostalo,lauttasaari,helsinki,00210,rent
979.0,40.5,2.0,False,False,kerrostalo,kallio,helsinki,00500,rent
890.0,50.0,2.0,True,False,kerrostalo,leinelä,vantaa,01340,rent
900.0,48.5,2.0,True,True,kerrostalo,martinlaakso,vantaa,01620,rent
935.0,46.5,2.0,False,True,kerrostalo,tikkurila,vantaa,01300,rent
905.0,45.5,2.0,False,True,kerrostalo,lintuvaara,espoo,02650,rent
770.0,48.0,2.0,True,False,kerrostalo,mellunkylä,helsinki,00970,rent
695.0,18.0,1.0,False,False,kerrostalo,munkkisaari,helsinki,00150,rent
890.0,48.0,2.0,True,False,kerrostalo,kaivoksela,vantaa,01610,rent
3000.0,165.0,6.0,False,True,omakotitalo,saunalahti,espoo,Manner-Suomi,rent
750.0,30.0,1.0,False,False,kerrostalo,kruununhaka,helsinki,00170,rent
1800.0,71.0,3.0,True,False,kerrostalo,kamppi,helsinki,00120,rent
994.0,53.0,2.0,False,False,kerrostalo,tikkurila,vantaa,01370,rent
814.0,28.0,1.0,False,False,kerrostalo,leppävaara,espoo,02650,rent
1025.0,47.5,2.0,False,False,kerrostalo,ullanlinna,helsinki,00140,rent
695.0,24.5,1.0,True,False,kerrostalo,olari,espoo,02250,rent
1700.0,77.0,3.0,True,True,kerrostalo,ruoholahti,helsinki,00180,rent
1190.0,54.0,2.0,False,False,kerrostalo,töölö,helsinki,65200,rent
749.0,24.0,1.0,False,False,kerrostalo,tikkurila,vantaa,01300,rent
842.0,34.5,1.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
1150.0,68.5,3.0,True,True,kerrostalo,pukinmäki,helsinki,33820,rent
1248.0,65.5,2.0,False,True,kerrostalo,tikkurila,vantaa,01300,rent
813.0,28.5,1.0,False,False,kerrostalo,tikkurila,vantaa,01300,rent
792.0,28.0,1.0,False,False,kerrostalo,kontula,helsinki,00940,rent
965.0,45.0,2.0,False,False,kerrostalo,myyrmäki,vantaa,01600,rent
725.0,38.0,1.0,False,False,kerrostalo,leppävaara,espoo,33310,rent
2100.0,90.5,4.0,True,True,kerrostalo,lauttasaari,helsinki,00210,rent
645.0,29.5,1.0,False,False,kerrostalo,leppävaara,espoo,33310,rent
995.0,59.0,2.0,False,True,kerrostalo,pakkala,vantaa,01510,rent
1475.0,56.5,2.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
850.0,26.0,1.0,True,False,kerrostalo,punavuori,helsinki,00120,rent
860.0,52.5,2.0,False,False,kerrostalo,kuninkaala,vantaa,20320,rent
1068.0,33.0,2.0,False,False,kerrostalo,alppila,helsinki,00510,rent
1189.0,70.5,3.0,False,False,luhtitalo,tapaninkylä,helsinki,00780,rent
1310.0,74.5,3.0,False,False,kerrostalo,itä-pasila,helsinki,00077,rent
1450.0,65.0,3.0,False,True,kerrostalo,tali,helsinki,00380,rent
1700.0,113.0,3.0,True,False,kerrostalo,munkkiniemi,helsinki,00330,rent
1400.0,53.0,2.0,True,False,kerrostalo,ullanlinna,helsinki,65300,rent
2850.0,123.0,4.0,False,False,kerrostalo,taka-töölö,helsinki,00250,rent
561.0,29.0,1.0,False,False,kerrostalo,olari,espoo,02240,rent
775.0,29.5,1.0,False,False,kerrostalo,kallio,helsinki,00014,rent
885.0,45.0,2.0,False,True,kerrostalo,koivuhaka,vantaa,HOLLOLA,rent
740.0,23.5,1.0,False,False,kerrostalo,tikkurila,vantaa,00610,rent
890.0,29.0,1.0,False,False,kerrostalo,töölö,helsinki,00260,rent
835.0,27.6,1.0,False,False,kerrostalo,leppävaara,espoo,02650,rent
920.0,34.0,1.0,False,False,kerrostalo,leppävaara,espoo,02650,rent
812.0,32.5,1.0,False,False,kerrostalo,kontula,helsinki,00940,rent
1000.0,65.0,3.0,True,False,kerrostalo,munkkivuori,helsinki,00350,rent
1370.0,80.5,3.0,True,True,kerrostalo,matinkylä,espoo,02230,rent
875.0,35.0,1.0,False,False,kerrostalo,taka-töölö,helsinki,00250,rent
950.0,54.0,2.0,False,False,kerrostalo,itäkeskus,helsinki,00930,rent
750.0,32.0,1.0,True,False,kerrostalo,kuninkaantammi,helsinki,00430,rent
680.0,31.5,1.0,False,True,rivitalo,leppäkorpi,vantaa,01450,rent
718.0,25.0,1.0,False,False,kerrostalo,tapiola,espoo,02120,rent
750.0,33.0,1.0,True,False,kerrostalo,tapiola,espoo,02120,rent
870.0,37.0,2.0,False,False,kerrostalo,tikkurila,vantaa,01370,rent
1190.0,73.0,3.0,True,False,kerrostalo,itäkeskus,helsinki,00930,rent
820.0,54.0,2.0,True,True,kerrostalo,hakunila,vantaa,01230,rent
1225.0,76.5,3.0,False,True,kerrostalo,suurpelto,espoo,90650,rent
1038.0,39.0,2.0,False,False,kerrostalo,töölö,helsinki,00250,rent
1481.0,81.0,3.0,True,True,kerrostalo,herttoniemi,helsinki,00880,rent
1060.0,48.0,2.0,True,False,kerrostalo,kallio,helsinki,00510,rent
697.0,31.5,1.0,False,False,kerrostalo,kontula,helsinki,00940,rent
945.0,46.0,2.0,False,False,kerrostalo,itäkeskus,helsinki,00930,rent
660.0,23.0,1.0,False,False,kerrostalo,oulunkylä,helsinki,00640,rent
650.0,26.0,1.0,True,False,luhtitalo,kulomäki,vantaa,01450,rent
1298.0,54.0,2.0,False,True,kerrostalo,kalasatama,helsinki,00540,rent
1350.0,72.5,3.0,True,True,kerrostalo,herttoniemi,helsinki,00830,rent
1250.0,59.5,2.0,False,False,kerrostalo,etu-töölö,helsinki,00180,rent
610.0,16.0,1.0,False,False,kerrostalo,etu-töölö,helsinki,00100,rent
880.0,42.5,2.0,True,False,kerrostalo,tikkurila,vantaa,00750,rent
845.0,37.0,1.0,False,False,kerrostalo,vuosaari,helsinki,00980,rent
779.0,47.5,2.0,True,False,kerrostalo,myyrmäki,vantaa,01604,rent
870.0,52.5,2.0,False,True,kerrostalo,havukoski,vantaa,01360,rent
1040.0,59.5,2.0,False,False,kerrostalo,kontula,helsinki,00940,rent
950.0,40.0,2.0,False,False,kerrostalo,herttoniemi,helsinki,00800,rent
825.0,48.0,2.0,False,False,kerrostalo,malminiitty,vantaa,01350,rent
990.0,47.0,2.0,True,False,kerrostalo,munkkiniemi,helsinki,00230,rent
885.0,54.0,2.0,False,False,kerrostalo,suurpelto,espoo,02250,rent
650.0,22.5,1.0,True,False,kerrostalo,nöykkiö,espoo,02280,rent
1000.0,28.0,1.0,False,False,kerrostalo,katajanokka,helsinki,00160,rent
830.0,33.0,1.0,False,False,kerrostalo,meilahti,helsinki,00270,rent
1099.0,76.5,3.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
979.0,40.0,2.0,False,False,kerrostalo,kallio,helsinki,00500,rent
895.0,45.5,2.0,False,False,kerrostalo,pähkinärinne,vantaa,01640,rent
950.0,66.0,3.0,True,False,kerrostalo,saunalahti,espoo,02390,rent
1435.0,74.0,3.0,False,True,kerrostalo,kruunuvuorenranta,helsinki,00590,rent
1210.0,72.0,3.0,False,True,kerrostalo,lintuvaara,espoo,02650,rent
1400.0,41.0,2.0,True,False,kerrostalo,kallio,helsinki,00530,rent
895.0,45.0,2.0,False,True,kerrostalo,koivuhaka,vantaa,HOLLOLA,rent
790.0,31.5,1.0,False,False,kerrostalo,pitäjänmäki,helsinki,00370,rent
862.0,26.0,1.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
950.0,42.0,2.0,False,False,kerrostalo,kallio,helsinki,00530,rent
847.0,26.0,1.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
775.0,29.0,1.0,False,False,kerrostalo,sörnäinen,helsinki,00500,rent
909.0,30.5,1.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
740.0,32.5,1.0,True,False,kerrostalo,viertola,vantaa,01300,rent
1047.0,65.0,3.0,False,False,kerrostalo,asola,vantaa,01360,rent
1370.0,57.0,3.0,False,False,kerrostalo,pasila,helsinki,00240,rent
850.0,54.0,2.0,False,False,kerrostalo,vuosaari,helsinki,00960,rent
870.0,44.5,2.0,True,False,kerrostalo,munkkivuori,helsinki,00350,rent
740.0,28.5,1.0,False,False,kerrostalo,laajasalo,helsinki,39701,rent
920.0,53.0,3.0,False,False,kerrostalo,hakunila,vantaa,01230,rent
878.0,59.5,2.0,False,False,kerrostalo,korso,vantaa,01450,rent
730.0,33.5,1.0,False,False,kerrostalo,kivistö,vantaa,01700,rent
844.0,38.5,2.0,False,False,kerrostalo,leinelä,vantaa,Corzo,rent
768.0,35.0,1.0,False,False,kerrostalo,ruoholahti,helsinki,00220,rent
890.0,50.0,2.0,True,False,kerrostalo,leinelä,vantaa,01340,rent
891.0,58.0,2.0,False,False,kerrostalo,vuosaari,helsinki,00980,rent
1180.0,60.0,3.0,False,False,kerrostalo,roihuvuori,helsinki,00820,rent
949.0,37.5,2.0,False,False,kerrostalo,kruununhaka,helsinki,00170,rent
980.0,37.5,1.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
750.0,30.5,1.0,False,False,kerrostalo,munkkivuori,helsinki,00350,rent
1475.0,56.5,2.0,False,False,kerrostalo,alppiharju,helsinki,00510,rent
849.0,41.5,2.0,False,False,kerrostalo,konala,helsinki,00390,rent
820.0,79.5,3.0,False,False,kerrostalo,hakunila,vantaa,01200,rent
750.0,61.0,2.0,False,False,kerrostalo,hakunila,vantaa,01200,rent
2010.0,106.0,3.0,False,True,rivitalo,matinkylä,espoo,02170,rent
1050.0,45.5,2.0,True,False,kerrostalo,punavuori,helsinki,00150,rent
611.0,37.0,2.0,False,False,luhtitalo,vuosaari,helsinki,00990,rent
740.0,32.0,1.0,False,False,kerrostalo,hermanni,helsinki,00550,rent
819.0,28.0,1.0,False,False,kerrostalo,harju,helsinki,00510,rent
1366.0,69.5,3.0,False,False,kerrostalo,konala,helsinki,02680,rent
760.0,37.5,1.0,False,True,kerrostalo,tikkurila,vantaa,33820,rent
730.0,32.0,1.0,False,False,kerrostalo,mäkkylä,espoo,02650,rent
999.0,50.0,2.0,False,True,kerrostalo,konala,helsinki,02680,rent
1450.0,66.0,3.0,True,False,kerrostalo,meilahti,helsinki,00270,rent
950.0,60.0,3.0,True,False,kerrostalo,olari,espoo,02210,rent
879.0,59.0,2.0,False,False,kerrostalo,karakallio,espoo,02620,rent
1097.0,63.0,2.0,False,True,kerrostalo,vuosaari,helsinki,00980,rent
862.0,44.0,2.0,False,True,kerrostalo,espoon keskus,espoo,02760,rent
865.0,39.0,1.0,False,False,kerrostalo,ullanlinna,helsinki,00140,rent
945.0,78.0,3.0,False,False,kerrostalo,soukka,espoo,02360,rent
980.0,62.0,2.0,True,False,kerrostalo,siltamäki,helsinki,00740,rent
1300.0,110.0,4.0,False,True,rivitalo,martinlaakso,vantaa,01620,rent
991.0,48.0,2.0,False,True,kerrostalo,jokiniemi,vantaa,01370,rent
830.0,34.0,1.0,False,False,kerrostalo,kivenlahti,espoo,02390,rent
1098.0,68.8,3.0,False,False,kerrostalo,puotila,helsinki,00910,rent
1249.0,75.0,4.0,False,False,kerrostalo,pohjois-haaga,helsinki,12380,rent
849.0,46.0,2.0,False,True,kerrostalo,myyrmäki,vantaa,54120,rent
990.0,56.0,2.0,True,False,kerrostalo,oulunkylä,helsinki,00650,rent
996.0,69.5,3.0,False,False,kerrostalo,vuosaari,helsinki,00950,rent
847.0,40.0,2.0,False,False,kerrostalo,meilahti,helsinki,65320,rent
945.0,53.0,2.0,False,False,kerrostalo,viikki,helsinki,00810,rent
850.0,54.0,2.0,True,False,kerrostalo,haaga,helsinki,00400,rent
500.0,34.0,1.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
1050.0,44.0,2.0,False,False,kerrostalo,kamppi,helsinki,00180,rent
750.0,28.0,1.0,True,False,kerrostalo,etelä-haaga,helsinki,00320,rent
910.0,27.0,2.0,False,False,kerrostalo,alppila,helsinki,87700,rent
820.0,46.0,2.0,True,False,kerrostalo,mellunkylä,helsinki,00940,rent
748.0,33.0,1.0,False,True,kerrostalo,pähkinärinne,vantaa,80230,rent
1450.0,55.5,2.0,False,False,kerrostalo,ullanlinna,helsinki,00140,rent
650.0,31.5,1.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
1850.0,78.0,2.0,True,True,kerrostalo,katajanokka,helsinki,00160,rent
745.0,32.0,1.0,False,False,kerrostalo,karakallio,espoo,02610,rent
740.0,31.5,1.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
875.0,43.0,2.0,False,False,kerrostalo,olari,espoo,02070,rent
1176.0,69.0,3.0,True,False,kerrostalo,kaivoksela,vantaa,01610,rent
1030.0,45.0,1.0,False,False,kerrostalo,arabianranta,helsinki,00560,rent
1195.0,61.0,3.0,False,True,kerrostalo,mäkkylä,espoo,02650,rent
1090.0,80.0,3.0,True,True,omakotitalo,metsola (korso),vantaa,01480,rent
670.0,20.0,1.0,False,False,kerrostalo,kallio,helsinki,00077,rent
960.0,55.0,2.0,True,False,kerrostalo,myyrmäki,vantaa,01600,rent
950.0,37.5,1.0,False,False,kerrostalo,vallila,helsinki,00550,rent
891.0,44.5,2.0,False,True,kerrostalo,pähkinärinne,vantaa,01710,rent
670.0,47.0,2.0,False,False,kerrostalo,havukoski,vantaa,01360,rent
850.0,38.0,2.0,False,False,kerrostalo,kulosaari,helsinki,00570,rent
1186.0,71.0,3.0,False,True,kerrostalo,kilo,espoo,02630,rent
1160.0,71.0,3.0,False,True,kerrostalo,kilo,espoo,02630,rent
1200.0,66.0,1.0,False,False,kerrostalo,töölö,helsinki,00260,rent
830.0,74.5,3.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
888.0,53.0,2.0,False,True,kerrostalo,veräjälaakso,helsinki,00650,rent
550.0,27.0,1.0,True,False,kerrostalo,karakallio,espoo,02620,rent
850.0,41.5,1.0,False,False,kerrostalo,punavuori,helsinki,00130,rent
1129.0,66.5,3.0,False,False,kerrostalo,oulunkylä,helsinki,00650,rent
815.0,36.5,1.0,False,False,kerrostalo,töölö,helsinki,00260,rent
700.0,30.0,1.0,False,False,kerrostalo,pukinmäki,helsinki,00720,rent
730.0,36.0,1.0,True,False,kerrostalo,espoonlahti,espoo,02320,rent
700.0,30.0,1.0,False,False,kerrostalo,pukinmäki,helsinki,00720,rent
815.0,36.0,1.0,False,False,kerrostalo,töölö,helsinki,00260,rent
950.0,40.5,1.0,False,False,kerrostalo,kruununhaka,helsinki,00170,rent
740.0,24.0,1.0,False,False,kerrostalo,tapiola,espoo,02130,rent
740.0,29.0,1.0,True,False,kerrostalo,kivistö,vantaa,01700,rent
695.0,23.0,1.0,False,False,kerrostalo,pitäjänmäki,helsinki,00360,rent
1442.0,68.0,3.0,False,False,kerrostalo,ullanlinna,helsinki,00130,rent
1007.0,87.5,4.0,False,False,kerrostalo,martinlaakso,vantaa,01620,rent
1047.0,36.5,2.0,False,False,kerrostalo,kalasatama,helsinki,00540,rent
1179.0,79.0,3.0,False,False,kerrostalo,laajalahti,espoo,02140,rent
1197.0,74.0,4.0,False,False,kerrostalo,vesala,helsinki,00940,rent
2860.0,97.0,4.0,True,False,kerrostalo,espoonlahti,espoo,02320,rent
1519.0,30.0,1.0,False,False,kerrostalo,maarinkunnas,vantaa,01370,rent
1890.0,85.0,3.0,False,False,kerrostalo,kamppi,helsinki,Централна,rent
1886.0,60.0,2.0,False,False,kerrostalo,koivukylä,vantaa,01360,rent
1642.0,30.0,1.0,False,False,kerrostalo,kamppi,helsinki,00180,rent
