Year,m,d,Time,Time zone,Air Quality Index (index),Carbon monoxide (ug/m3),Nitrogen dioxide (ug/m3),Nitrogen monoxide (ug/m3),Ozone (ug/m3),Particulate matter < 10 µm (ug/m3),Particulate matter < 2.5 µm (ug/m3),musta hiili PM2.5 (ug/m3),Sulphur dioxide (ug/m3),Odorous sulphur compounds (ugS/m3)
2020,1,1,00:00,UTC,2,,34.4,14.7,,48.5,24.7,0.9,,
2020,1,1,01:00,UTC,2,,17.2,2.6,,27,15.4,0.5,,
2020,1,1,02:00,UTC,1,,18.3,6.1,,17.2,7.2,0.4,,
2020,1,1,03:00,UTC,1,,16.3,5.1,,10.4,2,0.3,,
2020,1,1,04:00,UTC,1,,16.6,3.2,,11.2,4.5,0.2,,
2020,1,1,05:00,UTC,1,,17.1,2.6,,7.6,3.5,0.2,,
2020,1,1,06:00,UTC,1,,8.7,-0.3,,5.1,2.3,0.1,,
2020,1,1,07:00,UTC,1,,8,-0.3,,,-1.7,0.1,,
2020,1,1,08:00,UTC,1,,9.7,-0.6,,-1.4,-0.5,0.1,,
2020,1,1,09:00,UTC,1,,15.7,-0.5,,3,1.2,0.1,,
2020,1,1,10:00,UTC,1,,15.1,0.1,,6.2,3.4,0.1,,
2020,1,1,11:00,UTC,1,,11.2,-0.8,,3.3,1.1,0.1,,
2020,1,1,12:00,UTC,1,,10.4,-0.7,,-0.5,1.9,0.1,,
2020,1,1,13:00,UTC,1,,15.1,0.3,,5,1.3,0.2,,
2020,1,1,14:00,UTC,1,,12.5,-0.1,,4.8,4.4,0.3,,
2020,1,1,15:00,UTC,1,,13.5,0.7,,8.1,4.7,0.3,,
2020,1,1,16:00,UTC,1,,9.9,0.4,,3.5,1.4,0.2,,
2020,1,1,17:00,UTC,1,,10.7,0,,6.5,2.4,0.3,,
2020,1,1,18:00,UTC,1,,11.7,-0.2,,3,5.1,0.3,,
2020,1,1,19:00,UTC,1,,10.4,0.2,,5.3,3.2,0.3,,
2020,1,1,20:00,UTC,1,,10.5,-0.4,,8.9,8.6,0.2,,
2020,1,1,21:00,UTC,1,,13.5,-0.6,,6.5,7.1,0.2,,
2020,1,1,22:00,UTC,1,,6.2,-0.6,,9,4.4,0.1,,
2020,1,1,23:00,UTC,1,,8.6,-1.1,,9,6.3,0.1,,
2020,1,2,00:00,UTC,2,,8,-0.8,,3,13.5,0.1,,
2020,1,2,01:00,UTC,1,,4.8,-0.8,,2.8,5.8,0.1,,
2020,1,2,02:00,UTC,1,,3.8,-1.2,,7.5,3,0.1,,
2020,1,2,03:00,UTC,1,,3.7,-1.3,,5.5,3.7,0.1,,
2020,1,2,04:00,UTC,1,,7.8,0.5,,4.8,1.5,0.1,,
2020,1,2,05:00,UTC,1,,15,1,,9.3,6.1,0.2,,
2020,1,2,06:00,UTC,1,,24.9,3.9,,8,4,0.2,,
2020,1,2,07:00,UTC,1,,30,3.5,,1.2,1.6,0.3,,
2020,1,2,08:00,UTC,1,,31.7,5.6,,8.5,2.7,0.7,,
2020,1,2,09:00,UTC,1,,30.1,5.9,,14.8,5,0.6,,
2020,1,2,10:00,UTC,1,,31.9,6.2,,11.7,4,0.3,,
2020,1,2,11:00,UTC,1,,35.2,8.5,,13.8,8.8,0.6,,
2020,1,2,12:00,UTC,1,,23.1,5.6,,14.6,5.9,0.3,,
2020,1,2,13:00,UTC,1,,20.2,3,,11.6,5.4,0.3,,
2020,1,2,14:00,UTC,1,,19.6,1.7,,19.2,7,0.4,,
2020,1,2,15:00,UTC,1,,16.2,0.5,,19,5.4,0.3,,
2020,1,2,16:00,UTC,2,,13.1,0.1,,21.1,8.7,0.3,,
2020,1,2,17:00,UTC,2,,17.4,0.8,,23.9,10.4,0.3,,
2020,1,2,18:00,UTC,2,,20.4,0.9,,21.5,10.1,0.3,,
2020,1,2,19:00,UTC,2,,7.6,-0.8,,27.8,10.1,0.4,,
2020,1,2,20:00,UTC,2,,8,-0.6,,19.3,15.8,0.4,,
2020,1,2,21:00,UTC,2,,6.8,-0.9,,24.4,7.9,0.4,,
2020,1,2,22:00,UTC,2,,7.8,-0.5,,21.9,8.5,0.3,,
2020,1,2,23:00,UTC,2,,7,-0.6,,26.2,7.7,0.4,,
2020,1,3,00:00,UTC,2,,7.7,0,,21.9,8.1,0.4,,
2020,1,3,01:00,UTC,1,,8.1,0.2,,13.8,9.4,0.4,,
2020,1,3,02:00,UTC,1,,6.4,-0.3,,16,8.2,0.4,,
2020,1,3,03:00,UTC,2,,3.8,-1.3,,13.3,10.3,0.4,,
2020,1,3,04:00,UTC,1,,6.6,-0.4,,13.9,8.8,0.4,,
2020,1,3,05:00,UTC,1,,7.1,-0.1,,13.4,9.9,0.4,,
2020,1,3,06:00,UTC,1,,9.2,0.5,,14.9,6.6,0.3,,
2020,1,3,07:00,UTC,1,,8.4,0.7,,12.3,4.7,0.3,,
2020,1,3,08:00,UTC,1,,9.8,1.5,,12.7,6.4,0.2,,
2020,1,3,09:00,UTC,1,,11.7,4.5,,11.9,3.3,0.2,,
2020,1,3,10:00,UTC,1,,10.5,1.5,,10.6,3.8,0.2,,
2020,1,3,11:00,UTC,1,,10.1,1.2,,8.8,4.9,0.2,,
2020,1,3,12:00,UTC,1,,10.7,1.6,,4.9,2,0.2,,
2020,1,3,13:00,UTC,1,,10.1,0.9,,9.7,2.8,0.2,,
2020,1,3,14:00,UTC,1,,10.5,0.7,,8.1,2.2,0.2,,
2020,1,3,15:00,UTC,1,,9.7,0.4,,3.9,1.9,0.2,,
2020,1,3,16:00,UTC,1,,10,0.3,,5.2,3.7,0.2,,
2020,1,3,17:00,UTC,1,,11.4,0.4,,7.9,4.9,0.2,,
2020,1,3,18:00,UTC,1,,22.6,3.7,,3.7,3.9,0.2,,
2020,1,3,19:00,UTC,1,,18.6,1.6,,4.5,3.6,0.2,,
2020,1,3,20:00,UTC,1,,14.7,0.2,,8.1,6.1,0.1,,
2020,1,3,21:00,UTC,1,,8.3,0,,10.7,6.6,0.1,,
2020,1,3,22:00,UTC,1,,8.6,0.3,,8,2.2,0.1,,
2020,1,3,23:00,UTC,1,,10.7,-0.5,,12.2,0.2,0.1,,
2020,1,4,00:00,UTC,1,,9.1,-0.6,,11.5,5.2,0.1,,
2020,1,4,01:00,UTC,1,,7.3,0,,14.4,3,0.1,,
2020,1,4,02:00,UTC,1,,13.1,-0.2,,4.8,4.7,0,,
2020,1,4,03:00,UTC,1,,14.9,0.2,,9.4,2.7,0.1,,
2020,1,4,04:00,UTC,1,,7.9,-0.8,,8.7,3.5,0,,
2020,1,4,05:00,UTC,1,,5.5,-1.2,,9.2,4.6,0.1,,
2020,1,4,06:00,UTC,1,,17.2,0.8,,7.5,4,0,,
2020,1,4,07:00,UTC,1,,12.9,-0.1,,,2.7,0.1,,
2020,1,4,08:00,UTC,1,,8.6,-0.4,,2.8,2.2,0.1,,
2020,1,4,09:00,UTC,1,,8.6,-0.2,,1.7,2.6,0.1,,
2020,1,4,10:00,UTC,1,,18.9,1.8,,5.1,3.9,0.1,,
2020,1,4,11:00,UTC,1,,16.7,2,,7.1,4.9,0.1,,
2020,1,4,12:00,UTC,1,,15.8,1.1,,6.9,2,0.1,,
2020,1,4,13:00,UTC,1,,14.6,1,,12,5.5,0.3,,
2020,1,4,14:00,UTC,1,,16.8,3.6,,7.7,5,0.2,,
2020,1,4,15:00,UTC,1,,17,4.5,,8.8,3.1,0.3,,
2020,1,4,16:00,UTC,1,,16.6,5.9,,9.4,3.6,0.3,,
2020,1,4,17:00,UTC,1,,14.2,4.8,,9.2,3.7,0.3,,
2020,1,4,18:00,UTC,1,,13.9,5.1,,16.2,5.7,0.4,,
2020,1,4,19:00,UTC,1,,13.8,4.8,,11.1,5.2,0.3,,
2020,1,4,20:00,UTC,1,,12.6,4.7,,17.3,4.1,0.2,,
2020,1,4,21:00,UTC,1,,12.5,4.4,,17.3,3.3,0.2,,
2020,1,4,22:00,UTC,1,,12,4.9,,15.2,3.7,0.1,,
2020,1,4,23:00,UTC,1,,10.9,4.5,,16.3,4.4,0.1,,
2020,1,5,00:00,UTC,2,,10,4.7,,21.8,8.4,0.1,,
2020,1,5,01:00,UTC,2,,11.2,5.2,,36,7.1,0.1,,
2020,1,5,02:00,UTC,2,,9.7,4.9,,32.4,5.5,0.1,,
2020,1,5,03:00,UTC,2,,9.1,4.7,,34.9,1.6,0.1,,
2020,1,5,04:00,UTC,2,,12.2,6.1,,27.4,1.8,0.2,,
2020,1,5,05:00,UTC,1,,6.8,1.2,,16.8,3.9,0.1,,
2020,1,5,06:00,UTC,1,,3.8,0,,13,4.3,0.1,,
2020,1,5,07:00,UTC,1,,7.9,2.6,,11.9,2.4,0.2,,
2020,1,5,08:00,UTC,1,,10.4,4.6,,17.1,4.3,0.2,,
2020,1,5,09:00,UTC,2,,18,15,,31.7,6.2,0.5,,
2020,1,5,10:00,UTC,2,,23.1,25.4,,40.4,9.3,0.7,,
2020,1,5,11:00,UTC,2,,21.1,17.6,,47.1,6.1,0.3,,
2020,1,5,12:00,UTC,3,,25.4,12.9,,51.1,8.1,0.4,,
2020,1,5,13:00,UTC,3,,28.2,15.9,,61.9,6.5,0.6,,
2020,1,5,14:00,UTC,3,,23.1,10.3,,58.7,8.3,0.4,,
2020,1,5,15:00,UTC,3,,38.2,19.5,,62.4,9,0.6,,
2020,1,5,16:00,UTC,3,,29.9,12.1,,69.6,8.3,0.5,,
2020,1,5,17:00,UTC,3,,31.1,6.6,,52.7,9.3,0.5,,
2020,1,5,18:00,UTC,2,,16.1,1.7,,35.2,6.6,0.3,,
2020,1,5,19:00,UTC,2,,14.1,0.9,,28.9,6.8,0.3,,
2020,1,5,20:00,UTC,2,,10.6,1,,21.6,7.4,0.2,,
2020,1,5,21:00,UTC,2,,7.5,-0.8,,24.8,7.3,0.2,,
2020,1,5,22:00,UTC,1,,4.2,-1.2,,19.3,2.7,0.1,,
2020,1,5,23:00,UTC,1,,4.7,-1.3,,4.3,4.4,0.1,,
2020,1,6,00:00,UTC,1,,3.3,-1.4,,3.6,2,0.1,,
2020,1,6,01:00,UTC,1,,3.2,-1.7,,3.7,5.2,0.1,,
2020,1,6,02:00,UTC,1,,5,-1.3,,4.6,0.3,0,,
2020,1,6,03:00,UTC,1,,4.4,-1.1,,0.7,2.6,0,,
2020,1,6,04:00,UTC,1,,5.5,-1,,0.3,0.9,0,,
2020,1,6,05:00,UTC,1,,7.3,-0.4,,3.1,5.2,0.1,,
2020,1,6,06:00,UTC,1,,11.4,0.8,,3,2.4,0.1,,
2020,1,6,07:00,UTC,1,,9,0.3,,-3,0.2,0.1,,
2020,1,6,08:00,UTC,1,,13,3.3,,-4.4,3,0.2,,
2020,1,6,09:00,UTC,1,,14.2,4,,2.9,3.3,0.2,,
2020,1,6,10:00,UTC,1,,15,4.3,,4.5,4.4,0.3,,
2020,1,6,11:00,UTC,1,,15,2.4,,1.2,3,0.2,,
2020,1,6,12:00,UTC,1,,15.2,1.8,,7.2,4.3,0.2,,
2020,1,6,13:00,UTC,1,,20.8,1.1,,0.8,5.2,0.2,,
2020,1,6,14:00,UTC,1,,20.9,1.5,,6.9,4.6,0.3,,
2020,1,6,15:00,UTC,1,,27.7,1.9,,6.7,3.7,0.3,,
2020,1,6,16:00,UTC,1,,13.1,0.1,,6,1.3,0.2,,
2020,1,6,17:00,UTC,1,,14.8,-0.2,,2,4.7,0.2,,
2020,1,6,18:00,UTC,1,,11.7,-0.2,,3.3,2.7,0.1,,
2020,1,6,19:00,UTC,1,,9.8,-0.6,,3,1.2,0.1,,
2020,1,6,20:00,UTC,1,,8.6,-1.1,,7.9,7.7,0.1,,
2020,1,6,21:00,UTC,1,,5.3,-1.3,,8.3,4.7,0.1,,
2020,1,6,22:00,UTC,1,,3.5,-1.5,,,2.1,0,,
2020,1,6,23:00,UTC,1,,5.2,-1.5,,2.1,2.5,0.1,,
2020,1,7,00:00,UTC,1,,3.2,-1.5,,3.5,4.1,0,,
2020,1,7,01:00,UTC,1,,4.5,-0.6,,0.3,3.8,0.1,,
2020,1,7,02:00,UTC,1,,3.4,-1,,0.8,2,0,,
2020,1,7,03:00,UTC,1,,3.7,-1.2,,-2.1,1,0.1,,
2020,1,7,04:00,UTC,1,,5.3,-0.6,,-1.6,1.3,0,,
2020,1,7,05:00,UTC,1,,12.5,0.4,,2.4,3.9,0.1,,
2020,1,7,06:00,UTC,1,,17.5,1.8,,5.3,3.4,0.1,,
2020,1,7,07:00,UTC,1,,20.5,2.3,,-0.4,0.2,0.2,,
2020,1,7,08:00,UTC,1,,22,2.2,,4,1.8,0.2,,
2020,1,7,09:00,UTC,1,,22.1,3.5,,9.5,3.6,0.2,,
2020,1,7,10:00,UTC,1,,21.2,3.8,,9.8,3.7,0.2,,
2020,1,7,11:00,UTC,1,,18.9,1.9,,9.4,2.6,0.2,,
2020,1,7,12:00,UTC,1,,17.6,1.4,,3.4,4.2,0.2,,
2020,1,7,13:00,UTC,1,,16.6,1.4,,5,3.4,0.2,,
2020,1,7,14:00,UTC,1,,15.2,0.4,,5.2,3.5,0.2,,
2020,1,7,15:00,UTC,1,,16,1.1,,7.7,0.1,0.2,,
2020,1,7,16:00,UTC,1,,13.1,0.2,,5.7,2.6,0.2,,
2020,1,7,17:00,UTC,1,,10.3,-0.2,,4,5.7,0.1,,
2020,1,7,18:00,UTC,1,,8.9,-0.3,,0.7,1.6,0.1,,
2020,1,7,19:00,UTC,1,,7,-0.8,,11,3.5,0.1,,
2020,1,7,20:00,UTC,1,,8,-1.1,,10,6,0.1,,
2020,1,7,21:00,UTC,1,,5.3,-1.4,,12.5,7.4,0.1,,
2020,1,7,22:00,UTC,1,,3.5,-1.5,,9.4,6.5,0.1,,
2020,1,7,23:00,UTC,1,,2.9,-1.5,,12.5,5.7,0.1,,
2020,1,8,00:00,UTC,1,,2.5,-1.6,,10.2,4.6,0.1,,
2020,1,8,01:00,UTC,1,,2.9,-1.6,,10.3,8.1,0.1,,
2020,1,8,02:00,UTC,1,,3.8,-1.3,,8.2,5.9,0.2,,
2020,1,8,03:00,UTC,1,,2.7,-1.5,,11.6,6.3,0.2,,
2020,1,8,04:00,UTC,1,,5,-0.1,,11.7,5.2,0.2,,
2020,1,8,05:00,UTC,1,,8.4,0.4,,8.8,6.7,0.3,,
2020,1,8,06:00,UTC,1,,18.6,33.4,,12.6,6.6,0.5,,
2020,1,8,07:00,UTC,1,,27.8,7.6,,5.6,4.5,0.7,,
2020,1,8,08:00,UTC,1,,20.2,4.2,,8.2,4.1,0.4,,
2020,1,8,09:00,UTC,1,,15.5,1.8,,15.2,5.8,0.2,,
2020,1,8,10:00,UTC,1,,11.5,1.5,,,,,,
2020,1,8,11:00,UTC,1,,11.9,1.8,,16.5,5.8,0.3,,
2020,1,8,12:00,UTC,1,,12.4,1.2,,9.6,6.8,0.3,,
2020,1,8,13:00,UTC,1,,13.9,1.2,,11.7,7,0.3,,
2020,1,8,14:00,UTC,1,,13,1.1,,12.3,3.5,0.3,,
2020,1,8,15:00,UTC,1,,13.3,0.8,,14,8.4,0.3,,
2020,1,8,16:00,UTC,1,,11.3,0.6,,7.8,6.6,0.3,,
2020,1,8,17:00,UTC,1,,12.3,0.6,,12.8,4,0.2,,
2020,1,8,18:00,UTC,1,,16.1,1.2,,7.3,4.7,0.2,,
2020,1,8,19:00,UTC,1,,12.1,0.7,,6.9,5.5,0.2,,
2020,1,8,20:00,UTC,1,,10.3,0.6,,11.1,7.2,0.2,,
2020,1,8,21:00,UTC,1,,12.3,-0.6,,10.3,5.7,0.2,,
2020,1,8,22:00,UTC,1,,10.8,-0.7,,6.3,3.1,0.1,,
2020,1,8,23:00,UTC,1,,8.1,-0.9,,7.2,2.2,0.1,,
2020,1,9,00:00,UTC,1,,12.4,-0.9,,9.7,9.1,0.1,,
2020,1,9,01:00,UTC,1,,5.9,-0.6,,11.8,9.8,0.1,,
2020,1,9,02:00,UTC,1,,6.2,-0.4,,7.6,2.1,0.1,,
2020,1,9,03:00,UTC,1,,5.5,-1.1,,7,1.7,0.1,,
2020,1,9,04:00,UTC,1,,9.1,0.2,,9.7,6.1,0.1,,
2020,1,9,05:00,UTC,1,,15.2,1.2,,11.7,3.5,0.1,,
2020,1,9,06:00,UTC,1,,28,3.5,,13.4,2.6,0.4,,
2020,1,9,07:00,UTC,1,,26.6,4.9,,,1.2,0.3,,
2020,1,9,08:00,UTC,1,,27.3,6.9,,4.3,2.9,0.3,,
2020,1,9,09:00,UTC,1,,26.1,6.2,,12.2,1,0.3,,
2020,1,9,10:00,UTC,1,,19.7,5.8,,15.1,,0.2,,
2020,1,9,11:00,UTC,1,,23.6,5.8,,15.4,5.1,0.3,,
2020,1,9,12:00,UTC,1,,25.3,5.8,,8.8,4.6,0.3,,
2020,1,9,13:00,UTC,1,,29.4,4.2,,15.3,5.1,0.3,,
2020,1,9,14:00,UTC,1,,31.8,4.4,,11.7,4,0.4,,
2020,1,9,15:00,UTC,1,,34.4,3.9,,13.6,5.1,0.4,,
2020,1,9,16:00,UTC,1,,32.7,4.1,,11.8,5.7,0.5,,
2020,1,9,17:00,UTC,1,,31.8,3.5,,12,3.7,0.5,,
2020,1,9,18:00,UTC,1,,30.7,4.7,,13.9,6.3,0.5,,
2020,1,9,19:00,UTC,1,,31.6,6.6,,8.5,6,0.6,,
2020,1,9,20:00,UTC,1,,23.9,0.9,,15,6.5,0.5,,
2020,1,9,21:00,UTC,1,,18.2,1.4,,16.5,8.1,0.4,,
2020,1,9,22:00,UTC,1,,16.1,1.2,,12.9,5.6,0.4,,
2020,1,9,23:00,UTC,1,,13,1.4,,14.3,3.2,0.3,,
2020,1,10,00:00,UTC,2,,15,2.2,,11.7,10.4,0.3,,
2020,1,10,01:00,UTC,1,,19.3,7.1,,11.6,8.6,0.4,,
2020,1,10,02:00,UTC,1,,24.2,9.9,,10.7,4.3,0.4,,
2020,1,10,03:00,UTC,1,,20.7,4,,16.2,8.4,0.3,,
2020,1,10,04:00,UTC,1,,36.2,13.2,,11.6,5.1,0.4,,
2020,1,10,05:00,UTC,2,,64.3,72.3,,25.5,6.4,1.3,,
2020,1,10,06:00,UTC,3,,77.2,140.4,,25,7.8,2,,
2020,1,10,07:00,UTC,3,,92.7,226.3,,23,3,3.2,,
2020,1,10,08:00,UTC,3,,96.2,228.9,,37.9,7.1,3.3,,
2020,1,10,09:00,UTC,3,,90.1,183,,45.8,10.5,3.2,,
2020,1,10,10:00,UTC,3,,90.7,139.2,,45.3,10.9,2.3,,
2020,1,10,11:00,UTC,3,,89.5,109.6,,40,9.1,2,,
2020,1,10,12:00,UTC,3,,95.8,94.8,,39.8,11.2,2,,
2020,1,10,13:00,UTC,3,,90.3,73.6,,48,10.2,1.6,,
2020,1,10,14:00,UTC,3,,90.2,73.2,,44,7.2,2.1,,
2020,1,10,15:00,UTC,3,,81.5,52,,41.6,10.7,1.4,,
2020,1,10,16:00,UTC,3,,80.7,78.9,,40.1,9.9,1.8,,
2020,1,10,17:00,UTC,3,,74,53.9,,37.1,8.1,1.3,,
2020,1,10,18:00,UTC,3,,77.2,67.3,,32.8,7.4,1.8,,
2020,1,10,19:00,UTC,3,,72.5,75.2,,34.1,9.4,2,,
2020,1,10,20:00,UTC,2,,61.3,30.9,,34,14.5,1.8,,
2020,1,10,21:00,UTC,2,,61.6,40.5,,38,13,1.9,,
2020,1,10,22:00,UTC,2,,68.2,78,,36.6,9.5,2.6,,
2020,1,10,23:00,UTC,2,,66.1,60.5,,35.6,11.7,2.3,,
2020,1,11,00:00,UTC,2,,52.5,26.6,,34.3,11.4,1.6,,
2020,1,11,01:00,UTC,2,,37.9,11.8,,39.9,10.6,1,,
2020,1,11,02:00,UTC,2,,26.7,3.7,,37.7,9.5,0.7,,
2020,1,11,03:00,UTC,2,,19.6,2.7,,26,9.9,0.6,,
2020,1,11,04:00,UTC,2,,14.1,0.1,,23.7,8.3,0.5,,
2020,1,11,05:00,UTC,2,,15.5,0.9,,24,8.9,0.6,,
2020,1,11,06:00,UTC,2,,19.8,1.1,,21.8,7.8,0.5,,
2020,1,11,07:00,UTC,1,,24.9,1.4,,8.1,0.8,0.5,,
2020,1,11,08:00,UTC,1,,30.6,1,,14,4.8,0.3,,
2020,1,11,09:00,UTC,1,,27.9,2,,15.4,6.2,0.3,,
2020,1,11,10:00,UTC,1,,24.4,1.7,,14.8,4.9,0.3,,
2020,1,11,11:00,UTC,1,,26.7,1.1,,14.6,4.4,0.2,,
2020,1,11,12:00,UTC,1,,26.3,1.4,,12.8,5.8,0.2,,
2020,1,11,13:00,UTC,1,,18.3,0.1,,10.4,5.2,0.2,,
2020,1,11,14:00,UTC,1,,17.9,-0.2,,11.9,6.3,0.2,,
2020,1,11,15:00,UTC,1,,11.2,-0.5,,12.3,5.4,0.1,,
2020,1,11,16:00,UTC,1,,9.2,-0.2,,10.1,4.9,0.2,,
2020,1,11,17:00,UTC,1,,20.5,1.5,,13.7,6.1,0.3,,
2020,1,11,18:00,UTC,1,,12.3,0.1,,10.7,6.3,0.3,,
2020,1,11,19:00,UTC,1,,5.3,-1,,11.1,6.9,0.2,,
2020,1,11,20:00,UTC,1,,4.9,-1,,12.1,7.2,0.1,,
2020,1,11,21:00,UTC,1,,4.5,-1,,12.7,3.7,0.1,,
2020,1,11,22:00,UTC,1,,3.8,-1.1,,8.4,2.9,0,,
2020,1,11,23:00,UTC,1,,3.8,-1.1,,9.9,5.8,0,,
2020,1,12,00:00,UTC,1,,4.4,-1,,10.6,5.1,0,,
2020,1,12,01:00,UTC,1,,5.3,-1,,4.1,2.5,0.1,,
2020,1,12,02:00,UTC,1,,6.3,-0.9,,12,5.2,0.1,,
2020,1,12,03:00,UTC,1,,6.2,-1.2,,6.4,5.1,0.1,,
2020,1,12,04:00,UTC,1,,6.9,-0.6,,8.1,5.4,0.1,,
2020,1,12,05:00,UTC,1,,6.4,-1.3,,6.3,3,0.1,,
2020,1,12,06:00,UTC,1,,7.2,-1.1,,8.1,4,0.1,,
2020,1,12,07:00,UTC,1,,7.4,-1.3,,-1,0.7,0.1,,
2020,1,12,08:00,UTC,1,,5.9,-1,,4.4,2.6,0.1,,
2020,1,12,09:00,UTC,1,,13.8,0.5,,1.9,3,0.1,,
2020,1,12,10:00,UTC,1,,10.9,0.1,,-0.2,-0.1,0.1,,
2020,1,12,11:00,UTC,1,,14.9,0.4,,3.2,0.9,0.1,,
2020,1,12,12:00,UTC,1,,18.8,0.7,,5,3.2,0.2,,
2020,1,12,13:00,UTC,1,,14.5,0.3,,4.6,4.7,0.1,,
2020,1,12,14:00,UTC,1,,13.5,0.9,,3.2,4,0.2,,
2020,1,12,15:00,UTC,1,,16.3,0.5,,4.3,3.7,0.3,,
2020,1,12,16:00,UTC,1,,18.2,-0.3,,7.3,2.2,0.2,,
2020,1,12,17:00,UTC,1,,15.9,-0.3,,-0.8,5.3,0.2,,
2020,1,12,18:00,UTC,1,,15.4,-0.5,,4.7,4.6,0.2,,
2020,1,12,19:00,UTC,1,,10.4,-0.3,,5.3,3.7,0.2,,
2020,1,12,20:00,UTC,1,,9.7,-0.6,,9.8,4.6,0.2,,
2020,1,12,21:00,UTC,1,,5.6,-0.9,,9.4,3.8,0.1,,
2020,1,12,22:00,UTC,1,,4.9,-0.8,,12.1,3.4,0.1,,
2020,1,12,23:00,UTC,1,,7.6,0.3,,10.6,4.7,0.1,,
2020,1,13,00:00,UTC,1,,8.6,1.5,,3.5,7.2,0.1,,
2020,1,13,01:00,UTC,1,,9.8,1.3,,4.3,4.5,0.1,,
2020,1,13,02:00,UTC,1,,10,0.3,,4.2,3.2,0.1,,
2020,1,13,03:00,UTC,1,,7.9,-0.7,,5.3,3.7,0.1,,
2020,1,13,04:00,UTC,1,,14.6,5,,4,4.4,0.1,,
2020,1,13,05:00,UTC,1,,18.7,0.6,,7.3,1.1,0.2,,
2020,1,13,06:00,UTC,1,,28.2,3.7,,0.7,4.8,0.3,,
2020,1,13,07:00,UTC,1,,26.3,2.3,,-1.3,1.9,0.2,,
2020,1,13,08:00,UTC,1,,26.2,3.4,,0.8,1.3,0.3,,
2020,1,13,09:00,UTC,1,,24.9,4.8,,10.1,4.6,0.3,,
2020,1,13,10:00,UTC,1,,23.5,5.7,,5.5,2.8,0.3,,
2020,1,13,11:00,UTC,1,,20.6,4.7,,11.3,4.7,0.3,,
2020,1,13,12:00,UTC,1,,22.2,4,,9.7,7.1,0.3,,
2020,1,13,13:00,UTC,1,,24.7,3.2,,9,6.8,0.2,,
2020,1,13,14:00,UTC,1,,25.3,3.8,,10.3,6,0.3,,
2020,1,13,15:00,UTC,1,,34.4,4.8,,12.5,6.7,0.4,,
2020,1,13,16:00,UTC,1,,23.4,3,,12.8,4.3,0.3,,
2020,1,13,17:00,UTC,1,,18.3,0.8,,9.4,5.5,0.2,,
2020,1,13,18:00,UTC,1,,18.4,0.7,,13.3,5.6,0.2,,
2020,1,13,19:00,UTC,1,,19.2,0.2,,10,4.7,0.2,,
2020,1,13,20:00,UTC,1,,12.1,-0.8,,16.1,6.3,0.2,,
2020,1,13,21:00,UTC,1,,10.2,-1,,12.9,7.6,0.1,,
2020,1,13,22:00,UTC,1,,4.5,-1.3,,5.5,3.3,0.1,,
2020,1,13,23:00,UTC,1,,9.4,-0.5,,7.5,3.9,0.1,,
2020,1,14,00:00,UTC,2,,6.2,-1.3,,8.3,14.3,0.1,,
2020,1,14,01:00,UTC,1,,10.4,-0.2,,8.7,6.3,0.1,,
2020,1,14,02:00,UTC,1,,17.1,-0.9,,10.1,6.5,0.1,,
2020,1,14,03:00,UTC,1,,11.3,-0.8,,5.4,7,0.1,,
2020,1,14,04:00,UTC,1,,8.7,0,,7.9,3.9,0.1,,
2020,1,14,05:00,UTC,1,,17,0.2,,10.8,3.3,0.2,,
2020,1,14,06:00,UTC,1,,18.6,1.2,,10,5.1,0.2,,
2020,1,14,07:00,UTC,1,,18.1,0.8,,2.9,-0.1,0.2,,
2020,1,14,08:00,UTC,1,,26.5,2.8,,10.1,2.5,0.3,,
2020,1,14,09:00,UTC,1,,20.4,2.5,,13.6,3.7,0.2,,
2020,1,14,10:00,UTC,1,,21.1,3.9,,14.6,3.1,0.3,,
2020,1,14,11:00,UTC,2,,33,8.6,,22.2,4.6,0.5,,
2020,1,14,12:00,UTC,2,,24.1,3.6,,23.6,4,0.5,,
2020,1,14,13:00,UTC,2,,19.7,2.3,,22.5,8.2,0.6,,
2020,1,14,14:00,UTC,1,,21.3,2.1,,13.9,5.7,0.6,,
2020,1,14,15:00,UTC,1,,15.8,2.6,,14.8,7.3,0.6,,
2020,1,14,16:00,UTC,1,,13.2,1.1,,11.3,6.4,0.6,,
2020,1,14,17:00,UTC,1,,15.8,1.8,,14.5,4.5,0.8,,
2020,1,14,18:00,UTC,1,,15.7,1.3,,12.1,7.1,0.9,,
2020,1,14,19:00,UTC,1,,13.8,1.4,,13.9,7.8,0.7,,
2020,1,14,20:00,UTC,1,,8.7,-0.1,,16.1,5.3,0.4,,
2020,1,14,21:00,UTC,1,,15.6,0.9,,10.7,6.7,0.4,,
2020,1,14,22:00,UTC,1,,9.2,-0.5,,5.6,2.6,0.3,,
2020,1,14,23:00,UTC,1,,6.1,-1.3,,8.8,3.3,0.3,,
2020,1,15,00:00,UTC,1,,6.3,-1.3,,9.5,2.6,0.3,,
2020,1,15,01:00,UTC,1,,6.4,-1.2,,11.6,4.6,0.2,,
2020,1,15,02:00,UTC,1,,5.4,-1.2,,10.4,6.6,0.2,,
2020,1,15,03:00,UTC,1,,6.1,-1.2,,13.6,8.9,0.2,,
2020,1,15,04:00,UTC,1,,6.5,-0.4,,10.9,4.7,0.2,,
2020,1,15,05:00,UTC,1,,15.5,1.6,,13.1,5.9,0.4,,
